incident_id,incident_date,incident_time,district,station,lat,longitude,crime_type,mo_tags,weapon_used,offender_id,victim_demographic,socio_economic_index,status,severity,fir_text,evidence_ids
INC-00012,2025-03-08,07:47:33,BELAGAVI,Market PS,15.868732188952801,74.51336295577777,THEFT,"[""shoplifting"", ""daytime"", ""bag_stuffing""]",None,,Complainant 35yo Male,0.6092776869257828,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2025-03-08 at 07:47:33, an incident of theft occurred near Market PS. Shoplifting electronics during peak business hours at Market. Suspect entered using shoplifting, daytime, bag_stuffing.","[""EVID-001"", ""EVID-002""]"
INC-00013,2026-06-22,01:53:45,BELAGAVI,Market PS,15.845402237853893,74.50249537979585,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,,Complainant 35yo Male,0.18164664868967942,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2026-06-22 at 01:53:45, an incident of assault occurred near Market PS. Violence outside commercial bar/restaurant at Market. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00014,2023-10-01,10:10:45,MANGALURU,Pandeshwar PS,12.851710880346936,74.84601560474967,THEFT,"[""chain_snatch"", ""two_suspects"", ""morning_walk""]",None,OFF-004,Complainant 35yo Male,0.8507639974074083,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2023-10-01 at 10:10:45, an incident of theft occurred near Pandeshwar PS. Chain snatching by bike-borne suspects at Pandeshwar. Suspect entered using chain_snatch, two_suspects, morning_walk.","[""EVID-001"", ""EVID-002""]"
INC-00015,2025-06-12,12:13:00,BELAGAVI,Market PS,15.87291760901163,74.5212297849724,THEFT,"[""vehicle_theft"", ""parking"", ""handle_lock_break""]",None,,Complainant 35yo Male,0.7990925218966133,PENDING,HIGH,"First Information Report: The complainant reports that on 2025-06-12 at 12:13:00, an incident of theft occurred near Market PS. Stolen two-wheeler from transit station parking at Market. Suspect entered using vehicle_theft, parking, handle_lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00016,2024-12-06,13:00:22,HUBBALLI_DHARWAD,Hubballi Town PS,15.340694312195582,75.14748080240298,THEFT,"[""vehicle_theft"", ""parking"", ""handle_lock_break""]",None,,Complainant 35yo Male,0.30023791510157716,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-12-06 at 13:00:22, an incident of theft occurred near Hubballi Town PS. Stolen two-wheeler from transit station parking at Hubballi Town. Suspect entered using vehicle_theft, parking, handle_lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00017,2024-01-09,00:13:25,BELAGAVI,Khade Bazar PS,15.858224776298066,74.51600094712491,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.5255554020127903,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-01-09 at 00:13:25, an incident of assault occurred near Khade Bazar PS. Street fight near local bus stop at Khade Bazar. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00018,2024-07-26,21:27:29,BELAGAVI,Camp PS,15.853347650008496,74.50495647767286,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.39302793302617933,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2024-07-26 at 21:27:29, an incident of drugs occurred near Camp PS. Retail drug trade near local bus stand at Camp. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00019,2025-01-07,03:57:03,BENGALURU_CITY,Vidhana Soudha PS,12.970510801316578,77.590703538859,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,,Complainant 35yo Male,0.15757753063410168,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2025-01-07 at 03:57:03, an incident of assault occurred near Vidhana Soudha PS. Violence outside commercial bar/restaurant at Vidhana Soudha. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00020,2023-10-03,04:07:35,MANGALURU,Mangaluru Town PS,12.883915125675706,74.85303684660725,DRUGS,"[""drug_peddling"", ""weed"", ""college_area""]",None,,Complainant 35yo Male,0.47224336826938085,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2023-10-03 at 04:07:35, an incident of drugs occurred near Mangaluru Town PS. Seizure of commercial cannabis near university campus at Mangaluru Town. Suspect entered using drug_peddling, weed, college_area.","[""EVID-001"", ""EVID-002""]"
INC-00021,2025-12-19,04:17:09,MYSURU,K.R. Puram PS,12.291817504113764,76.622607884796,THEFT,"[""vehicle_theft"", ""parking"", ""handle_lock_break""]",None,,Complainant 35yo Male,0.14208132716598687,PENDING,HIGH,"First Information Report: The complainant reports that on 2025-12-19 at 04:17:09, an incident of theft occurred near K.R. Puram PS. Stolen two-wheeler from transit station parking at K.R. Puram. Suspect entered using vehicle_theft, parking, handle_lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00022,2025-05-28,02:07:52,BENGALURU_CITY,Whitefield PS,12.960005467069674,77.75208046951495,CYBER,"[""job_fraud"", ""digital_payment"", ""remotely_auth""]",None,OFF-004,Complainant 35yo Male,0.718953676402325,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2025-05-28 at 02:07:52, an incident of cyber occurred near Whitefield PS. WhatsApp fake subsidy job offer scheme at Whitefield. Suspect entered using job_fraud, digital_payment, remotely_auth.","[""EVID-001"", ""EVID-002""]"
INC-00023,2026-06-17,02:10:43,BELAGAVI,Khade Bazar PS,15.866421841655804,74.51099026353572,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,,Complainant 35yo Male,0.41197444304631936,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2026-06-17 at 02:10:43, an incident of cyber occurred near Khade Bazar PS. Phishing bank scam via SMS links at Khade Bazar. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00024,2024-07-07,09:51:53,MYSURU,Mandi PS,12.337215336593003,76.65009943641707,DRUGS,"[""drug_peddling"", ""weed"", ""college_area""]",None,,Complainant 35yo Male,0.5684906079668272,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-07-07 at 09:51:53, an incident of drugs occurred near Mandi PS. Seizure of commercial cannabis near university campus at Mandi. Suspect entered using drug_peddling, weed, college_area.","[""EVID-001"", ""EVID-002""]"
INC-00025,2024-06-12,19:44:36,MYSURU,K.R. Puram PS,12.290005291754857,76.63732949877952,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.5609612726044306,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-06-12 at 19:44:36, an incident of drugs occurred near K.R. Puram PS. Retail drug trade near local bus stand at K.R. Puram. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00026,2024-11-09,08:10:59,BENGALURU_CITY,Cubbon Park PS,12.97288465496631,77.58185624605713,FRAUD,"[""upi_spoof"", ""digital_cheating""]",None,,Complainant 35yo Male,0.7469617715245515,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2024-11-09 at 08:10:59, an incident of fraud occurred near Cubbon Park PS. Merchant duped using counterfeit UPI transaction screenshot at Cubbon Park. Suspect entered using upi_spoof, digital_cheating.","[""EVID-001"", ""EVID-002""]"
INC-00027,2023-08-29,18:05:46,MANGALURU,Ullal PS,12.812795314848822,74.85311520302118,THEFT,"[""burglary"", ""night"", ""grille_cut"", ""lock_break""]",Hacksaw/Tools,,Complainant 35yo Male,0.4136486796925686,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2023-08-29 at 18:05:46, an incident of theft occurred near Ullal PS. House burglary at night at Ullal. Suspect entered using burglary, night, grille_cut, lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00028,2025-06-16,23:16:42,BELAGAVI,Market PS,15.858862175639983,74.51127533883972,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,OFF-001,Complainant 35yo Male,0.3824235689655704,PENDING,LOW,"First Information Report: The complainant reports that on 2025-06-16 at 23:16:42, an incident of drugs occurred near Market PS. Retail drug trade near local bus stand at Market. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00029,2024-11-08,12:57:36,BENGALURU_CITY,Indiranagar PS,12.970899319624948,77.63479488006728,THEFT,"[""burglary"", ""night"", ""grille_cut"", ""lock_break""]",Hacksaw/Tools,,Complainant 35yo Male,0.5302975831298751,PENDING,LOW,"First Information Report: The complainant reports that on 2024-11-08 at 12:57:36, an incident of theft occurred near Indiranagar PS. House burglary at night at Indiranagar. Suspect entered using burglary, night, grille_cut, lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00030,2024-03-02,17:57:02,MANGALURU,Mangaluru Town PS,12.884791221791145,74.85849942687076,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,OFF-004,Complainant 35yo Male,0.12734719270067876,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2024-03-02 at 17:57:02, an incident of cyber occurred near Mangaluru Town PS. Phishing bank scam via SMS links at Mangaluru Town. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00031,2024-08-22,16:03:06,MANGALURU,Ullal PS,12.80917885157055,74.86194167042379,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,OFF-005,Complainant 35yo Male,0.1628969483279552,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-08-22 at 16:03:06, an incident of drugs occurred near Ullal PS. Retail drug trade near local bus stand at Ullal. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00032,2024-10-22,09:53:00,MANGALURU,Pandeshwar PS,12.854378977124249,74.839260261562,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,OFF-002,Complainant 35yo Male,0.8143485052250717,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-10-22 at 09:53:00, an incident of assault occurred near Pandeshwar PS. Street fight near local bus stop at Pandeshwar. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00033,2023-12-08,07:19:36,MANGALURU,Ullal PS,12.795089664572656,74.86176619157223,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,OFF-004,Complainant 35yo Male,0.33044661394297165,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2023-12-08 at 07:19:36, an incident of assault occurred near Ullal PS. Violence outside commercial bar/restaurant at Ullal. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00034,2024-03-22,05:13:47,HUBBALLI_DHARWAD,Dharwad Suburban PS,15.437117852506175,75.00228029628585,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,,Complainant 35yo Male,0.4270396244454663,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-03-22 at 05:13:47, an incident of cyber occurred near Dharwad Suburban PS. Phishing bank scam via SMS links at Dharwad Suburban. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00035,2025-04-02,08:24:31,BELAGAVI,Khade Bazar PS,15.851462354279294,74.5051375144546,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,,Complainant 35yo Male,0.3342957634894609,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2025-04-02 at 08:24:31, an incident of fraud occurred near Khade Bazar PS. Fake government documents land registry scam at Khade Bazar. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00036,2024-11-02,03:19:18,MANGALURU,Pandeshwar PS,12.867386299031935,74.85369974096245,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.40319950121633885,PENDING,LOW,"First Information Report: The complainant reports that on 2024-11-02 at 03:19:18, an incident of assault occurred near Pandeshwar PS. Street fight near local bus stop at Pandeshwar. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00037,2024-04-01,08:02:22,HUBBALLI_DHARWAD,Vidyanagar PS,15.363697932346469,75.1158051676508,CYBER,"[""job_fraud"", ""digital_payment"", ""remotely_auth""]",None,,Complainant 35yo Male,0.7753928899730049,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-04-01 at 08:02:22, an incident of cyber occurred near Vidyanagar PS. WhatsApp fake subsidy job offer scheme at Vidyanagar. Suspect entered using job_fraud, digital_payment, remotely_auth.","[""EVID-001"", ""EVID-002""]"
INC-00038,2024-01-09,03:29:12,MANGALURU,Mangaluru Town PS,12.873674377594932,74.8340960544864,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,OFF-004,Complainant 35yo Male,0.22214181189675603,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2024-01-09 at 03:29:12, an incident of assault occurred near Mangaluru Town PS. Street fight near local bus stop at Mangaluru Town. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00039,2025-09-08,08:14:07,HUBBALLI_DHARWAD,Vidyanagar PS,15.3589712436073,75.10774874436379,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.354566662617982,RESOLVED,LOW,"First Information Report: The complainant reports that on 2025-09-08 at 08:14:07, an incident of drugs occurred near Vidyanagar PS. Retail drug trade near local bus stand at Vidyanagar. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00040,2025-08-07,17:09:32,BELAGAVI,Market PS,15.848601542756562,74.49816536795053,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,OFF-001,Complainant 35yo Male,0.29262573497221545,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2025-08-07 at 17:09:32, an incident of assault occurred near Market PS. Violence outside commercial bar/restaurant at Market. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00041,2024-02-21,13:36:25,MYSURU,Lashkar PS,12.325237315012162,76.65289982826476,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,,Complainant 35yo Male,0.24259943435851375,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2024-02-21 at 13:36:25, an incident of assault occurred near Lashkar PS. Violence outside commercial bar/restaurant at Lashkar. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00042,2025-11-09,19:54:24,HUBBALLI_DHARWAD,Vidyanagar PS,15.37471527271371,75.10420721313608,THEFT,"[""shoplifting"", ""daytime"", ""bag_stuffing""]",None,,Complainant 35yo Male,0.5697137127344538,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2025-11-09 at 19:54:24, an incident of theft occurred near Vidyanagar PS. Shoplifting electronics during peak business hours at Vidyanagar. Suspect entered using shoplifting, daytime, bag_stuffing.","[""EVID-001"", ""EVID-002""]"
INC-00043,2024-03-11,07:16:53,HUBBALLI_DHARWAD,Hubballi Town PS,15.349772502167667,75.12655769063949,THEFT,"[""burglary"", ""night"", ""grille_cut"", ""lock_break""]",Hacksaw/Tools,OFF-003,Complainant 35yo Male,0.6810881364270516,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2024-03-11 at 07:16:53, an incident of theft occurred near Hubballi Town PS. House burglary at night at Hubballi Town. Suspect entered using burglary, night, grille_cut, lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00044,2024-07-14,15:50:38,BELAGAVI,Camp PS,15.84489377403764,74.48472458077386,THEFT,"[""burglary"", ""night"", ""grille_cut"", ""lock_break""]",Hacksaw/Tools,,Complainant 35yo Male,0.38813577826480516,RESOLVED,LOW,"First Information Report: The complainant reports that on 2024-07-14 at 15:50:38, an incident of theft occurred near Camp PS. House burglary at night at Camp. Suspect entered using burglary, night, grille_cut, lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00045,2026-04-06,18:35:33,HUBBALLI_DHARWAD,Vidyanagar PS,15.363199073863596,75.12051649154911,THEFT,"[""vehicle_theft"", ""parking"", ""handle_lock_break""]",None,OFF-005,Complainant 35yo Male,0.40045512055344945,PENDING,LOW,"First Information Report: The complainant reports that on 2026-04-06 at 18:35:33, an incident of theft occurred near Vidyanagar PS. Stolen two-wheeler from transit station parking at Vidyanagar. Suspect entered using vehicle_theft, parking, handle_lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00046,2024-06-20,22:05:51,MYSURU,Devaraja PS,12.295308391691007,76.6472910091629,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,OFF-003,Complainant 35yo Male,0.7915096785785509,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2024-06-20 at 22:05:51, an incident of assault occurred near Devaraja PS. Assault of victim over property dispute at Devaraja. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00047,2024-01-21,02:12:45,HUBBALLI_DHARWAD,Dharwad Suburban PS,15.44335480380856,74.9991903268001,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.2600185517651208,PENDING,LOW,"First Information Report: The complainant reports that on 2024-01-21 at 02:12:45, an incident of drugs occurred near Dharwad Suburban PS. Retail drug trade near local bus stand at Dharwad Suburban. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00048,2024-08-25,05:36:27,MANGALURU,Pandeshwar PS,12.848056016103197,74.83917413025142,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,OFF-001,Complainant 35yo Male,0.18139382439397567,RESOLVED,LOW,"First Information Report: The complainant reports that on 2024-08-25 at 05:36:27, an incident of fraud occurred near Pandeshwar PS. Fake government documents land registry scam at Pandeshwar. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00049,2023-12-08,04:25:59,HUBBALLI_DHARWAD,Hubballi Town PS,15.353718454183529,75.13196801941945,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,,Complainant 35yo Male,0.21574991114428554,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2023-12-08 at 04:25:59, an incident of cyber occurred near Hubballi Town PS. Phishing bank scam via SMS links at Hubballi Town. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00050,2024-09-05,00:37:12,MYSURU,Devaraja PS,12.315331677895422,76.6469874121434,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.580379276746182,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2024-09-05 at 00:37:12, an incident of drugs occurred near Devaraja PS. Retail drug trade near local bus stand at Devaraja. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00051,2025-02-04,06:28:41,HUBBALLI_DHARWAD,Hubballi Town PS,15.365976108749582,75.1333215021257,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,OFF-002,Complainant 35yo Male,0.36969224079377294,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2025-02-04 at 06:28:41, an incident of drugs occurred near Hubballi Town PS. Retail drug trade near local bus stand at Hubballi Town. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00052,2024-12-03,08:17:31,BELAGAVI,Khade Bazar PS,15.84636932971945,74.49682518149818,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,,Complainant 35yo Male,0.86552699124329,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2024-12-03 at 08:17:31, an incident of assault occurred near Khade Bazar PS. Assault of victim over property dispute at Khade Bazar. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00053,2023-09-04,19:24:02,BELAGAVI,Market PS,15.868157773934978,74.52452277602008,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,OFF-002,Complainant 35yo Male,0.8032963942250569,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2023-09-04 at 19:24:02, an incident of cyber occurred near Market PS. Phishing bank scam via SMS links at Market. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00054,2025-07-26,14:57:28,BELAGAVI,Camp PS,15.842707102668115,74.48756363666573,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,,Complainant 35yo Male,0.5513615881948651,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2025-07-26 at 14:57:28, an incident of fraud occurred near Camp PS. Fake government documents land registry scam at Camp. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00055,2025-03-23,13:09:01,BENGALURU_CITY,Koramangala PS,12.936136525093783,77.6238798522721,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,OFF-004,Complainant 35yo Male,0.7338007363313807,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2025-03-23 at 13:09:01, an incident of drugs occurred near Koramangala PS. Retail drug trade near local bus stand at Koramangala. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00056,2024-07-29,05:21:04,MANGALURU,Ullal PS,12.802213426366988,74.85688635939677,THEFT,"[""burglary"", ""night"", ""grille_cut"", ""lock_break""]",Hacksaw/Tools,,Complainant 35yo Male,0.3014861094623358,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2024-07-29 at 05:21:04, an incident of theft occurred near Ullal PS. House burglary at night at Ullal. Suspect entered using burglary, night, grille_cut, lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00057,2024-06-23,15:39:48,MANGALURU,Mangaluru Town PS,12.856466098131285,74.85385722109345,THEFT,"[""chain_snatch"", ""two_suspects"", ""morning_walk""]",None,,Complainant 35yo Male,0.3413888559611328,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2024-06-23 at 15:39:48, an incident of theft occurred near Mangaluru Town PS. Chain snatching by bike-borne suspects at Mangaluru Town. Suspect entered using chain_snatch, two_suspects, morning_walk.","[""EVID-001"", ""EVID-002""]"
INC-00058,2023-12-24,10:50:28,BENGALURU_CITY,Indiranagar PS,12.96634292597329,77.62857792622734,FRAUD,"[""upi_spoof"", ""digital_cheating""]",None,OFF-001,Complainant 35yo Male,0.7550034284476569,RESOLVED,LOW,"First Information Report: The complainant reports that on 2023-12-24 at 10:50:28, an incident of fraud occurred near Indiranagar PS. Merchant duped using counterfeit UPI transaction screenshot at Indiranagar. Suspect entered using upi_spoof, digital_cheating.","[""EVID-001"", ""EVID-002""]"
